itemDescription,Member_number,Date
cookies,27,2025-04-23
cheese,45,2028-08-07
apples,33,2025-05-05
cookies,36,2023-10-21
potatoes,96,2032-06-13
bread,99,2036-04-27
chocolate,85,2035-05-08
pasta,24,2032-10-14
yogurt,67,2026-09-24
milk,19,2025-11-19
cereal,43,2035-08-31
bread,67,2028-11-13
milk,99,2032-09-13
juice,47,2035-01-23
potatoes,34,2023-03-21
milk,57,2028-06-27
potatoes,18,2024-10-09
chicken,82,2025-11-26
juice,5,2024-02-28
pasta,56,2026-04-13
pasta,29,2032-01-02
cheese,99,2025-07-15
juice,81,2033-03-30
ice cream,83,2028-11-14
cheese,21,2027-05-12
ice cream,25,2024-03-25
tomatoes,88,2031-08-14
cookies,39,2029-04-18
carrots,13,2027-10-10
cheese,36,2023-10-21
potatoes,25,2028-10-19
juice,44,2030-10-30
tomatoes,44,2031-11-02
apples,7,2029-02-11
rice,54,2028-12-01
cookies,67,2027-11-27
rice,63,2035-04-01
cheese,20,2032-06-18
bananas,5,2035-08-05
soda,88,2036-08-07
cookies,99,2029-03-28
pasta,51,2027-09-16
potatoes,60,2025-12-27
bread,37,2032-07-01
milk,65,2036-03-11
cereal,13,2029-10-21
juice,66,2036-03-04
chicken,14,2036-01-24
rice,58,2023-11-30
rice,78,2025-05-01
potatoes,34,2025-11-25
bananas,36,2031-01-26
bananas,38,2023-11-13
tomatoes,71,2030-04-28
cookies,69,2035-11-07
yogurt,19,2028-09-05
apples,36,2026-05-09
onions,7,2032-09-28
juice,4,2026-10-22
bread,21,2024-10-22
cookies,27,2035-06-10
rice,22,2028-02-10
eggs,59,2036-03-18
carrots,19,2027-12-06
potatoes,74,2026-05-18
rice,28,2030-11-19
eggs,35,2034-07-22
soda,41,2027-12-12
chicken,84,2027-01-10
cookies,52,2034-05-13
bananas,23,2032-09-10
cheese,19,2029-02-02
milk,64,2033-08-05
yogurt,94,2031-04-11
cereal,90,2028-04-30
chocolate,28,2033-06-08
cereal,82,2026-08-03
carrots,82,2032-04-16
tomatoes,41,2027-02-26
ice cream,39,2025-04-08
chicken,91,2036-04-16
eggs,97,2032-11-30
potatoes,47,2035-07-06
onions,47,2028-07-04
carrots,60,2028-04-08
chocolate,39,2023-12-22
juice,27,2031-10-26
apples,68,2030-03-10
tomatoes,36,2031-10-05
tomatoes,54,2033-04-09
tomatoes,78,2026-05-07
cheese,14,2032-11-23
ice cream,9,2027-10-02
potatoes,94,2023-10-25
rice,48,2030-11-15
cookies,45,2034-06-13
pasta,3,2030-08-15
cereal,42,2029-06-12
rice,97,2032-01-23
chocolate,47,2032-07-16
milk,15,2027-11-09
milk,75,2025-11-16
rice,31,2032-11-08
apples,36,2035-05-12
bread,60,2036-05-21
potatoes,2,2036-08-20
cookies,88,2035-03-16
pasta,36,2034-09-19
eggs,81,2032-01-13
potatoes,71,2030-11-12
pasta,59,2031-05-10
pasta,94,2026-04-25
chicken,8,2027-08-23
soda,78,2035-11-04
apples,27,2029-09-19
chicken,14,2026-09-02
carrots,92,2032-04-02
onions,98,2029-08-15
cookies,76,2034-04-28
rice,49,2028-06-05
soda,40,2027-05-13
soda,67,2031-07-31
potatoes,5,2031-08-26
tomatoes,57,2032-06-19
carrots,18,2032-08-14
milk,87,2035-04-10
bananas,65,2028-01-02
eggs,52,2023-11-29
potatoes,91,2029-10-31
yogurt,56,2034-08-06
soda,92,2031-09-17
yogurt,84,2025-09-13
tomatoes,69,2031-10-11
apples,25,2023-07-04
bananas,21,2033-12-26
potatoes,5,2029-08-11
soda,45,2034-06-13
onions,52,2024-10-26
chocolate,85,2024-12-01
ice cream,59,2028-03-15
cereal,82,2036-05-01
eggs,5,2033-07-05
chicken,96,2026-11-21
onions,57,2027-02-22
apples,23,2031-10-29
yogurt,74,2034-07-27
milk,9,2029-06-05
juice,78,2032-08-08
yogurt,61,2025-01-02
cereal,63,2024-07-03
soda,78,2024-11-13
carrots,95,2032-02-02
potatoes,50,2032-03-17
cereal,92,2031-02-16
cheese,41,2036-07-17
cereal,86,2032-05-12
yogurt,3,2031-04-02
cereal,52,2035-11-18
cookies,16,2025-10-06
tomatoes,33,2024-02-01
apples,11,2035-05-13
juice,18,2030-12-07
yogurt,46,2030-02-12
eggs,25,2031-06-10
chocolate,46,2027-12-22
tomatoes,69,2032-04-17
bananas,61,2031-04-25
cheese,46,2029-06-16
ice cream,71,2032-02-06
chicken,55,2024-07-28
eggs,88,2035-11-10
eggs,26,2036-03-28
apples,53,2027-11-30
cereal,86,2035-12-29
bananas,78,2027-06-01
apples,29,2027-08-18
chocolate,27,2025-03-15
juice,21,2035-06-02
chicken,82,2029-05-01
eggs,15,2035-10-23
soda,34,2036-05-10
yogurt,12,2035-09-30
chocolate,82,2024-01-23
carrots,71,2023-11-12
cheese,18,2029-06-08
chicken,14,2030-04-01
apples,40,2023-05-22
rice,60,2023-02-04
bread,13,2029-02-27
potatoes,93,2032-09-15
bread,66,2024-02-15
cereal,66,2030-11-04
carrots,59,2036-04-18
ice cream,57,2028-06-27
eggs,56,2027-09-03
rice,41,2027-02-13
milk,45,2035-01-11
rice,17,2035-06-15
cereal,32,2028-07-28
bananas,44,2031-11-02
soda,50,2025-01-03
apples,44,2032-03-09
soda,43,2032-07-17
apples,2,2030-01-18
bread,78,2026-04-12
juice,87,2025-06-26
potatoes,63,2027-08-25
juice,73,2024-03-03
yogurt,84,2029-12-08
carrots,24,2030-12-13
cereal,80,2033-10-23
milk,93,2033-10-14
cheese,81,2031-12-14
potatoes,71,2034-01-28
cheese,71,2033-07-20
eggs,30,2029-04-10
soda,91,2028-07-25
carrots,83,2023-08-05
potatoes,17,2025-04-04
eggs,96,2032-03-26
apples,51,2035-12-25
cereal,41,2035-07-20
onions,56,2033-02-14
bananas,51,2031-08-29
bread,16,2026-03-18
tomatoes,52,2024-11-17
carrots,75,2033-10-26
cookies,62,2026-10-31
carrots,54,2023-12-14
cheese,79,2032-02-10
milk,93,2032-01-28
ice cream,93,2030-01-20
soda,38,2029-08-31
tomatoes,83,2035-11-23
onions,96,2031-12-05
bananas,70,2030-05-02
chocolate,87,2028-04-21
yogurt,98,2034-01-26
cereal,92,2025-10-01
cheese,65,2032-04-24
bananas,17,2028-05-10
pasta,27,2026-06-01
ice cream,76,2034-11-12
apples,66,2024-02-26
carrots,14,2023-08-08
bread,84,2034-05-11
ice cream,6,2029-04-13
rice,72,2028-04-23
cookies,14,2026-03-19
apples,94,2029-09-07
chocolate,81,2035-09-24
cheese,60,2031-03-26
ice cream,95,2034-11-06
milk,49,2029-06-25
tomatoes,95,2026-03-26
potatoes,64,2033-09-22
ice cream,23,2023-12-29
chicken,49,2029-08-18
rice,58,2026-07-18
pasta,34,2027-06-02
tomatoes,4,2023-05-12
carrots,21,2023-09-02
ice cream,44,2034-10-02
potatoes,92,2030-05-04
eggs,57,2031-12-27
pasta,57,2036-07-18
apples,48,2025-03-29
rice,56,2027-10-29
potatoes,19,2036-07-30
bread,34,2027-05-05
rice,46,2031-11-18
milk,76,2023-09-06
ice cream,67,2034-10-05
ice cream,2,2034-06-06
soda,73,2026-04-29
rice,71,2031-08-19
chicken,33,2029-06-14
apples,97,2036-05-11
onions,37,2035-08-17
apples,93,2024-07-21
chocolate,12,2031-08-02
ice cream,80,2034-04-14
rice,80,2029-07-24
potatoes,94,2023-11-18
rice,31,2029-06-19
onions,37,2030-10-15
bread,19,2029-02-05
juice,58,2027-04-17
pasta,5,2025-06-03
bananas,52,2027-09-25
cheese,47,2023-01-30
ice cream,76,2035-07-09
juice,36,2025-11-06
chicken,19,2028-06-28
milk,33,2023-02-26
yogurt,22,2034-03-09
bananas,59,2036-04-18
chicken,3,2030-08-20
cheese,26,2027-08-21
yogurt,87,2030-12-02
bread,71,2033-07-15
ice cream,14,2030-07-04
eggs,9,2029-09-11
juice,73,2030-10-29
potatoes,62,2029-09-13
rice,45,2027-05-04
cookies,39,2023-12-22
bananas,33,2024-02-01
pasta,41,2034-05-28
yogurt,19,2036-08-09
apples,24,2024-09-02
bananas,72,2024-10-15
ice cream,31,2023-05-01
chicken,35,2034-11-11
milk,39,2024-11-23
cookies,47,2024-05-26
chocolate,24,2036-07-29
apples,52,2029-12-03
juice,55,2024-02-12
rice,3,2030-03-21
milk,21,2025-11-17
milk,3,2033-06-23
chicken,21,2032-11-04
cereal,36,2031-12-01
juice,55,2033-07-03
milk,84,2027-01-10
eggs,8,2028-08-28
onions,34,2025-07-04
onions,20,2027-07-23
carrots,87,2024-11-29
bread,90,2029-06-07
pasta,25,2031-02-06
apples,60,2029-04-14
cookies,15,2032-06-12
cereal,20,2031-08-01
apples,97,2032-11-30
carrots,86,2030-03-16
chocolate,97,2027-11-13
bread,61,2024-08-16
rice,2,2030-12-30
eggs,53,2030-11-05
juice,3,2027-01-23
eggs,82,2026-12-09
apples,18,2027-03-08
soda,97,2031-08-17
cookies,73,2028-08-22
potatoes,53,2028-07-26
bananas,5,2033-11-23
onions,77,2023-05-10
cookies,35,2034-02-22
ice cream,3,2024-04-27
carrots,92,2023-10-27
bananas,92,2024-04-24
cheese,79,2029-01-21
soda,68,2036-02-27
chicken,79,2033-01-05
apples,33,2032-11-16
milk,4,2028-12-26
bananas,88,2024-10-16
eggs,74,2034-11-17
chicken,7,2026-03-16
yogurt,63,2025-06-16
juice,74,2026-08-05
onions,7,2026-12-08
juice,71,2033-06-12
chocolate,15,2024-10-06
tomatoes,57,2032-06-19
rice,44,2029-08-14
eggs,69,2033-08-21
chocolate,7,2036-05-04
carrots,35,2033-02-10
carrots,23,2023-02-24
ice cream,29,2024-03-23
tomatoes,85,2032-11-20
pasta,42,2027-10-11
onions,6,2030-03-06
potatoes,88,2032-04-11
bananas,70,2026-10-23
eggs,78,2034-08-17
juice,78,2031-04-12
tomatoes,77,2033-04-17
pasta,20,2034-04-03
tomatoes,64,2023-04-07
cookies,2,2027-09-01
tomatoes,72,2025-08-02
cookies,68,2026-01-26
milk,93,2032-09-15
juice,99,2025-05-31
onions,75,2033-07-11
rice,21,2024-01-27
rice,10,2032-05-17
pasta,81,2035-09-01
chicken,18,2029-04-01
carrots,13,2025-09-14
milk,62,2028-04-14
cereal,55,2034-03-19
soda,52,2030-11-09
apples,86,2032-08-09
cheese,19,2023-03-06
apples,86,2032-09-19
chocolate,38,2023-09-07
bananas,10,2033-06-27
onions,96,2023-09-19
milk,79,2025-10-15
cheese,10,2023-11-24
chocolate,3,2023-02-06
rice,92,2023-07-03
rice,9,2032-03-12
tomatoes,41,2030-09-13
cheese,72,2023-10-22
pasta,30,2028-01-31
soda,98,2035-08-22
tomatoes,41,2035-03-22
tomatoes,44,2023-12-24
juice,84,2025-01-13
soda,16,2025-12-17
milk,84,2025-01-13
cookies,60,2025-02-22
bananas,28,2032-02-24
tomatoes,17,2036-05-24
pasta,96,2032-12-08
ice cream,94,2027-12-02
potatoes,33,2024-02-01
pasta,25,2023-06-13
apples,78,2036-01-04
rice,36,2028-09-17
onions,24,2036-07-29
carrots,86,2024-08-20
soda,9,2028-11-24
ice cream,84,2036-06-15
chicken,85,2025-09-19
potatoes,58,2034-09-16
chicken,37,2024-10-13
chicken,9,2034-10-30
milk,84,2025-09-13
juice,89,2032-03-19
tomatoes,97,2024-03-09
ice cream,88,2032-09-05
chicken,71,2033-07-20
bread,49,2033-10-03
yogurt,86,2034-01-13
milk,45,2034-06-13
apples,65,2036-03-11
rice,52,2034-03-15
eggs,82,2024-05-28
cheese,81,2026-04-07
eggs,69,2027-06-06
milk,99,2025-08-19
juice,30,2032-01-31
eggs,21,2024-12-26
cheese,51,2026-12-16
chocolate,76,2031-05-02
milk,77,2032-12-21
chicken,73,2033-10-07
apples,39,2031-09-19
soda,31,2026-11-14
milk,62,2031-03-06
eggs,42,2024-11-19
ice cream,27,2035-05-22
milk,66,2027-08-30
potatoes,2,2028-07-20
cheese,74,2024-08-18
pasta,35,2026-01-24
onions,58,2035-12-26
potatoes,56,2030-05-20
onions,18,2025-11-30
cookies,75,2035-06-04
juice,63,2024-11-30
onions,11,2029-05-06
pasta,12,2027-06-26
chocolate,12,2026-05-26
bananas,19,2033-03-21
milk,15,2031-03-23
rice,13,2026-05-23
carrots,45,2025-11-22
potatoes,62,2036-06-27
milk,34,2026-08-23
eggs,80,2025-12-03
yogurt,7,2026-10-20
cookies,20,2030-10-24
cookies,46,2025-08-11
onions,64,2024-09-20
carrots,87,2024-12-06
onions,33,2032-11-16
potatoes,50,2025-08-06
eggs,45,2024-08-12
soda,44,2027-08-06
cookies,83,2030-10-06
rice,88,2035-11-10
ice cream,66,2030-11-04
apples,52,2036-08-06
ice cream,44,2031-07-02
potatoes,62,2026-01-18
milk,17,2024-08-28
cereal,12,2036-06-10
cheese,57,2036-07-18
bananas,95,2031-01-16
pasta,78,2036-04-24
chocolate,77,2024-10-07
apples,82,2024-04-08
tomatoes,53,2024-12-03
juice,60,2025-12-27
pasta,87,2027-06-04
potatoes,34,2031-09-08
chicken,46,2035-02-15
pasta,73,2028-03-16
eggs,17,2029-12-11
chicken,67,2024-08-27
chocolate,14,2029-02-06
juice,52,2033-01-27
bread,24,2034-12-12
juice,76,2034-11-01
bread,90,2024-05-13
soda,26,2028-03-06
soda,44,2029-05-29
ice cream,12,2026-06-08
yogurt,74,2035-11-06
carrots,66,2027-07-03
milk,13,2027-09-20
potatoes,95,2036-01-03
cereal,94,2029-10-03
juice,37,2031-01-13
rice,94,2030-01-11
potatoes,11,2031-07-28
bananas,29,2024-03-23
cookies,4,2031-11-13
tomatoes,25,2026-12-17
soda,76,2028-06-22
onions,16,2031-07-06
juice,75,2033-07-12
eggs,54,2030-10-20
cheese,22,2028-09-25
bread,36,2031-12-01
cereal,9,2024-10-04
carrots,98,2031-05-13
apples,84,2028-12-13
apples,40,2026-06-30
soda,63,2033-06-16
ice cream,12,2029-03-26
juice,93,2035-07-02
pasta,11,2028-02-09
cookies,30,2028-09-16
pasta,84,2028-12-08
bread,70,2030-01-12
soda,82,2025-12-08
eggs,55,2024-07-28
chocolate,40,2034-04-12
bread,88,2028-11-04
cookies,98,2028-05-23
onions,41,2030-09-13
soda,52,2035-03-24
cookies,3,2024-04-27
pasta,66,2036-05-20
carrots,18,2032-04-13
chicken,14,2034-07-07
apples,17,2035-09-15
apples,22,2028-03-05
cookies,82,2025-08-31
tomatoes,37,2031-01-13
cereal,15,2028-11-25
milk,95,2026-03-26
milk,22,2028-03-05
tomatoes,66,2025-05-19
chicken,50,2033-06-05
onions,7,2027-08-07
ice cream,75,2030-10-17
bananas,46,2035-11-08
tomatoes,54,2031-10-21
bread,37,2035-11-14
cereal,67,2024-08-27
tomatoes,2,2031-02-21
cheese,9,2034-07-01
apples,37,2031-01-13
bread,34,2029-10-14
cookies,94,2035-10-22
chicken,89,2029-07-22
rice,19,2032-12-29
potatoes,71,2027-02-06
carrots,60,2031-09-13
potatoes,61,2029-09-23
onions,54,2025-11-11
soda,52,2031-01-05
soda,86,2024-07-01
onions,51,2028-09-22
onions,52,2027-05-17
juice,57,2028-07-05
soda,61,2032-05-18
cereal,75,2029-02-24
cereal,68,2033-01-20
chicken,57,2031-12-23
potatoes,74,2035-11-06
eggs,63,2031-04-27
bread,73,2027-07-05
chocolate,36,2032-10-31
eggs,62,2024-01-25
milk,39,2027-09-15
pasta,66,2033-01-26
carrots,89,2028-06-20
cheese,25,2028-10-19
cookies,26,2033-09-06
milk,38,2023-09-07
bread,64,2023-03-20
chocolate,9,2027-08-12
apples,36,2029-09-18
bread,61,2032-11-15
milk,94,2026-04-25
soda,34,2025-03-20
soda,1,2024-10-23
tomatoes,10,2028-04-17
soda,45,2036-09-08
potatoes,63,2024-11-30
cereal,1,2027-01-13
onions,5,2025-03-24
pasta,27,2031-11-09
tomatoes,36,2033-05-26
chocolate,6,2029-04-13
juice,71,2032-11-06
potatoes,88,2035-07-27
potatoes,22,2033-07-13
bananas,78,2031-10-15
tomatoes,78,2029-06-11
rice,8,2030-01-27
tomatoes,86,2029-07-12
ice cream,79,2035-07-13
bread,40,2033-07-28
tomatoes,42,2034-01-12
juice,26,2023-01-29
apples,88,2028-08-06
potatoes,28,2032-06-26
cereal,99,2028-06-02
cereal,94,2035-03-30
juice,99,2036-07-25
onions,75,2027-08-29
onions,63,2025-01-11
cookies,6,2029-04-13
yogurt,66,2035-10-02
rice,38,2034-06-04
onions,97,2032-05-23
pasta,9,2025-05-08
eggs,74,2027-12-04
chicken,25,2036-05-28
cookies,33,2024-06-05
cookies,73,2029-07-14
apples,26,2029-01-12
bread,71,2025-08-28
onions,10,2032-06-24
milk,12,2029-10-01
juice,85,2029-09-14
bananas,86,2028-05-26
onions,16,2035-08-02
tomatoes,60,2025-02-22
pasta,34,2028-09-06
eggs,87,2034-05-26
apples,65,2028-01-02
apples,81,2035-02-19
tomatoes,75,2035-12-12
milk,36,2026-09-29
rice,55,2027-05-15
rice,34,2034-08-30
pasta,89,2027-05-08
tomatoes,63,2025-06-16
eggs,64,2029-04-29
onions,59,2035-12-07
ice cream,6,2032-10-04
yogurt,67,2024-06-23
bread,22,2025-05-26
bread,13,2029-02-27
bread,98,2033-06-25
chocolate,93,2024-09-04
tomatoes,31,2032-07-24
pasta,62,2023-11-16
potatoes,93,2035-12-10
rice,51,2032-08-25
carrots,1,2027-01-20
chicken,10,2033-11-22
juice,38,2029-08-31
eggs,80,2034-03-18
tomatoes,96,2023-04-01
cookies,42,2027-07-12
cheese,65,2034-09-27
pasta,64,2025-11-27
carrots,83,2029-10-19
chocolate,12,2028-11-12
chocolate,18,2023-06-24
cereal,62,2029-01-11
eggs,12,2027-02-16
tomatoes,34,2024-09-26
rice,16,2024-08-22
ice cream,17,2024-01-02
cheese,96,2029-11-29
cookies,11,2028-08-26
soda,25,2033-10-04
cookies,19,2031-11-08
